TradeID,Portfolio,Trader,Symbol,Quantity,Price,Side,TradeDate,SettlementDate,Exchange,Currency,AssetClass,Sector,Broker,Counterparty,Commission
2074,ETF,Alexander,XOM,500,317.41,SELL,2026-07-28,2026-07-30,NYSE,USD,Equity,Energy,UBS,Calderon-Adams,79.35
2075,Growth,Jason,TSLA,100,53.11,BUY,2026-07-04,2026-07-06,NASDAQ,USD,Equity,Auto,Bank of America,Nielsen-Hall,2.66
2076,ETF,Jeffrey,GOOGL,100,53.8,SELL,2026-07-16,2026-07-18,NASDAQ,USD,Equity,Technology,Citi,Hansen-Jones,2.69
2077,Retirement,James,AAPL,1000,71.71,BUY,2026-07-19,2026-07-21,NASDAQ,USD,Equity,Technology,Morgan Stanley,Robinson Inc,35.86
2078,Growth,Gordon,TSLA,100,396.12,BUY,2026-07-10,2026-07-12,NASDAQ,USD,Equity,Auto,Morgan Stanley,Powell Ltd,19.81
2079,ETF,Bryan,GOOGL,100,309.27,SELL,2026-07-26,2026-07-28,NASDAQ,USD,Equity,Technology,Bank of America,"Watkins, Jones and Stone",15.46
2080,Income,Alicia,GS,500,384.41,BUY,2026-07-20,2026-07-22,NYSE,USD,Equity,Financial,Citi,Garcia-Dorsey,96.1
2081,Balanced,Randall,NVDA,1000,308.35,SELL,2026-07-19,2026-07-21,NASDAQ,USD,Equity,Technology,Citi,Briggs-Barnes,154.18
2082,Retirement,Stephanie,JNJ,100,48.19,SELL,2026-07-20,2026-07-22,NYSE,USD,Equity,Healthcare,Bank of America,"Yates, Daniels and Hodge",2.41
2083,ETF,Jeffrey,WFC,500,230.09,SELL,2026-07-30,2026-08-01,NYSE,USD,Equity,Financial,Morgan Stanley,"Benson, Nelson and Perry",57.52
2084,Income,Ross,AMZN,1000,287.7,BUY,2026-07-26,2026-07-28,NASDAQ,USD,Equity,Consumer,UBS,Young-Robertson,143.85
2085,Growth,Jacob,CVX,100,313.93,SELL,2026-07-24,2026-07-26,NYSE,USD,Equity,Energy,Goldman Sachs,Boyer-Marsh,15.7
2086,Retirement,Michael,PFE,200,457.64,BUY,2026-07-02,2026-07-04,NYSE,USD,Equity,Healthcare,UBS,"Miranda, Kidd and Walker",45.76
2087,Income,Barbara,BAC,100,312.26,BUY,2026-07-26,2026-07-28,NYSE,USD,Equity,Financial,Morgan Stanley,"James, Johnson and Morales",15.61
2088,ETF,David,BAC,200,432.69,SELL,2026-07-18,2026-07-20,NYSE,USD,Equity,Financial,Citi,"Flores, Wilson and Fowler",43.27
2089,Income,Billy,WFC,500,210.96,BUY,2026-07-15,2026-07-17,NYSE,USD,Equity,Financial,UBS,"Luna, Farmer and Higgins",52.74
2090,Income,Laura,JPM,200,373.83,SELL,2026-07-27,2026-07-29,NYSE,USD,Equity,Financial,UBS,"Evans, Hoffman and Bowen",37.38
2091,ETF,Steven,JPM,200,218.88,BUY,2026-07-24,2026-07-26,NYSE,USD,Equity,Financial,Bank of America,"Terrell, Howard and Tate",21.89
2092,ETF,Mary,JPM,500,128.14,BUY,2026-07-15,2026-07-17,NYSE,USD,Equity,Financial,UBS,Shelton PLC,32.03
2093,Balanced,Joseph,AAPL,1000,43.76,SELL,2026-07-16,2026-07-18,NASDAQ,USD,Equity,Technology,Morgan Stanley,Smith-Guerrero,21.88
2094,ETF,David,BAC,100,426.55,SELL,2026-07-22,2026-07-24,NYSE,USD,Equity,Financial,UBS,Silva-Gonzalez,21.33
2095,ETF,Jesus,CVX,500,337.46,BUY,2026-07-28,2026-07-30,NYSE,USD,Equity,Energy,Morgan Stanley,"Stevens, George and Daniel",84.36
2096,Income,Roy,AAPL,100,63.16,BUY,2026-07-27,2026-07-29,NASDAQ,USD,Equity,Technology,Goldman Sachs,Hernandez PLC,3.16
2097,Growth,Vernon,GS,1000,63.23,BUY,2026-07-17,2026-07-19,NYSE,USD,Equity,Financial,Morgan Stanley,Castro-Martin,31.62
2098,ETF,Sylvia,MSFT,1000,296.4,SELL,2026-07-02,2026-07-04,NASDAQ,USD,Equity,Technology,UBS,Church-Armstrong,148.2
2099,Balanced,Mary,CVX,1000,234.4,SELL,2026-07-18,2026-07-20,NYSE,USD,Equity,Energy,Goldman Sachs,Phillips Ltd,117.2
2100,Growth,Maurice,BAC,1000,297.52,SELL,2026-07-09,2026-07-11,NYSE,USD,Equity,Financial,Morgan Stanley,Potter and Sons,148.76
2101,Income,Robert,META,1000,492.08,BUY,2026-07-20,2026-07-22,NASDAQ,USD,Equity,Technology,Bank of America,Lambert-Holder,246.04
2102,Retirement,Samantha,GOOGL,200,199.74,BUY,2026-07-08,2026-07-10,NASDAQ,USD,Equity,Technology,UBS,Thompson-Hayes,19.97
2103,Growth,Zachary,MSFT,1000,356.02,BUY,2026-07-27,2026-07-29,NASDAQ,USD,Equity,Technology,Goldman Sachs,"Hicks, Moran and Martinez",178.01
2104,Income,Jill,JPM,500,471.86,BUY,2026-07-06,2026-07-08,NYSE,USD,Equity,Financial,JPMorgan,"Romero, Harris and King",117.97
2105,ETF,Heather,AAPL,500,72.42,BUY,2026-07-14,2026-07-16,NASDAQ,USD,Equity,Technology,UBS,Carr-Turner,18.11
2106,Balanced,Heather,NVDA,1000,245.13,SELL,2026-07-07,2026-07-09,NASDAQ,USD,Equity,Technology,JPMorgan,Thomas Ltd,122.56
2107,Income,Kyle,META,200,68.04,BUY,2026-07-16,2026-07-18,NASDAQ,USD,Equity,Technology,Morgan Stanley,Lloyd-Estes,6.8
2108,Income,David,XOM,500,373.9,SELL,2026-07-02,2026-07-04,NYSE,USD,Equity,Energy,Bank of America,"Cummings, Hunt and Obrien",93.48
2109,Retirement,Kimberly,JPM,200,150.76,BUY,2026-07-26,2026-07-28,NYSE,USD,Equity,Financial,Goldman Sachs,Baker-Taylor,15.08
2110,Growth,Gregory,MSFT,500,304.35,BUY,2026-07-26,2026-07-28,NASDAQ,USD,Equity,Technology,Bank of America,Jones and Sons,76.09
2111,Balanced,Laura,XOM,500,81.31,BUY,2026-07-16,2026-07-18,NYSE,USD,Equity,Energy,UBS,Thomas-Hernandez,20.33
2112,Income,Margaret,META,200,138.25,SELL,2026-07-11,2026-07-13,NASDAQ,USD,Equity,Technology,UBS,Bishop LLC,13.83
2113,ETF,Joseph,JPM,1000,442.1,SELL,2026-07-28,2026-07-30,NYSE,USD,Equity,Financial,Goldman Sachs,"Jackson, Eaton and Mosley",221.05
2114,ETF,Brady,XOM,1000,283.69,SELL,2026-07-31,2026-08-02,NYSE,USD,Equity,Energy,Morgan Stanley,"Shepherd, Sanders and Cline",141.84
2115,ETF,Samuel,GOOGL,100,395.97,BUY,2026-07-17,2026-07-19,NASDAQ,USD,Equity,Technology,Goldman Sachs,Reyes LLC,19.8
2116,Growth,James,BAC,200,464.07,SELL,2026-07-24,2026-07-26,NYSE,USD,Equity,Financial,UBS,"Schwartz, Smith and Terry",46.41
2117,ETF,Jerry,MSFT,200,382.32,SELL,2026-07-24,2026-07-26,NASDAQ,USD,Equity,Technology,Citi,Frey Inc,38.23
2118,Balanced,Sheila,JNJ,100,44.27,BUY,2026-07-31,2026-08-02,NYSE,USD,Equity,Healthcare,Citi,"Ochoa, Galloway and Gallagher",2.21
2119,Income,Alexander,NVDA,100,265.77,SELL,2026-07-08,2026-07-10,NASDAQ,USD,Equity,Technology,UBS,Hammond and Sons,13.29
2120,Income,Kimberly,PFE,500,258.32,BUY,2026-07-06,2026-07-08,NYSE,USD,Equity,Healthcare,JPMorgan,Norris and Sons,64.58
2121,Balanced,Jack,CVX,1000,274.41,SELL,2026-07-07,2026-07-09,NYSE,USD,Equity,Energy,JPMorgan,Olson-Hampton,137.21
2122,Retirement,Timothy,AMZN,200,469.74,SELL,2026-07-30,2026-08-01,NASDAQ,USD,Equity,Consumer,UBS,Alvarado-Garcia,46.97
2123,Growth,Dawn,JNJ,500,417.37,SELL,2026-07-23,2026-07-25,NYSE,USD,Equity,Healthcare,JPMorgan,Howard and Sons,104.34
2124,Growth,Robert,GOOGL,100,54.96,SELL,2026-07-27,2026-07-29,NASDAQ,USD,Equity,Technology,Goldman Sachs,Fuller PLC,2.75
2125,Balanced,Stephanie,XOM,100,67.57,SELL,2026-07-16,2026-07-18,NYSE,USD,Equity,Energy,Citi,Jones-Bowers,3.38
2126,Growth,David,WFC,100,136.7,SELL,2026-07-02,2026-07-04,NYSE,USD,Equity,Financial,Bank of America,"Kennedy, Church and White",6.83
2127,Growth,Joshua,TSLA,500,443.84,SELL,2026-07-10,2026-07-12,NASDAQ,USD,Equity,Auto,Morgan Stanley,Long Inc,110.96
2128,Income,Charles,MSFT,500,228.67,SELL,2026-07-15,2026-07-17,NASDAQ,USD,Equity,Technology,UBS,Smith Inc,57.17
2129,Growth,Melissa,META,1000,154.28,BUY,2026-07-24,2026-07-26,NASDAQ,USD,Equity,Technology,JPMorgan,Reyes-Gould,77.14
2130,Income,Matthew,MSFT,100,461.26,SELL,2026-07-02,2026-07-04,NASDAQ,USD,Equity,Technology,JPMorgan,Edwards Ltd,23.06
2131,Balanced,Donna,PFE,100,92.62,BUY,2026-07-10,2026-07-12,NYSE,USD,Equity,Healthcare,UBS,Haynes-Murphy,4.63
2132,Retirement,Kevin,PFE,500,294.64,BUY,2026-07-07,2026-07-09,NYSE,USD,Equity,Healthcare,Morgan Stanley,"Thompson, Peters and Castro",73.66
2133,Income,Ryan,AAPL,1000,29.55,SELL,2026-07-14,2026-07-16,NASDAQ,USD,Equity,Technology,Citi,Smith Group,14.78
2134,Income,Andre,JPM,100,27.79,SELL,2026-07-16,2026-07-18,NYSE,USD,Equity,Financial,Bank of America,Barrera Ltd,1.39
2135,Growth,Katie,CVX,500,465.23,SELL,2026-07-17,2026-07-19,NYSE,USD,Equity,Energy,Bank of America,Ortiz and Sons,116.31
2136,ETF,Susan,JNJ,500,25.66,BUY,2026-07-19,2026-07-21,NYSE,USD,Equity,Healthcare,Goldman Sachs,Miller PLC,6.42
2137,ETF,Scott,NVDA,100,33.58,BUY,2026-07-13,2026-07-15,NASDAQ,USD,Equity,Technology,Goldman Sachs,"Turner, Lyons and Odonnell",1.68
2138,ETF,Gerald,AMZN,1000,35.76,SELL,2026-07-29,2026-07-31,NASDAQ,USD,Equity,Consumer,JPMorgan,Garcia PLC,17.88
2139,Balanced,Kelsey,JPM,1000,79.39,BUY,2026-07-26,2026-07-28,NYSE,USD,Equity,Financial,JPMorgan,Jones Inc,39.7
2140,Income,Jennifer,BAC,1000,398.76,SELL,2026-07-11,2026-07-13,NYSE,USD,Equity,Financial,JPMorgan,"Morris, Jones and Washington",199.38
2141,Balanced,Jason,BAC,1000,32.2,SELL,2026-07-31,2026-08-02,NYSE,USD,Equity,Financial,Goldman Sachs,Solis Group,16.1
2142,Retirement,Jeanne,XOM,1000,40.19,SELL,2026-07-18,2026-07-20,NYSE,USD,Equity,Energy,Goldman Sachs,Morris Group,20.09
2143,ETF,Daniel,GS,200,366.22,SELL,2026-07-17,2026-07-19,NYSE,USD,Equity,Financial,UBS,"Green, Golden and Miller",36.62
2144,Growth,Benjamin,JNJ,1000,174.93,SELL,2026-07-18,2026-07-20,NYSE,USD,Equity,Healthcare,UBS,Smith Inc,87.47
2145,ETF,Jennifer,MSFT,1000,434.0,BUY,2026-07-10,2026-07-12,NASDAQ,USD,Equity,Technology,JPMorgan,"Wiggins, Gomez and Hart",217.0
2146,Balanced,Carrie,JNJ,1000,421.39,BUY,2026-07-21,2026-07-23,NYSE,USD,Equity,Healthcare,Morgan Stanley,"Byrd, Chavez and Banks",210.69
2147,Income,Kara,JPM,100,393.6,SELL,2026-07-23,2026-07-25,NYSE,USD,Equity,Financial,Goldman Sachs,Gonzales PLC,19.68
2148,ETF,Brandon,MSFT,500,25.55,BUY,2026-07-08,2026-07-10,NASDAQ,USD,Equity,Technology,Bank of America,"Baxter, Porter and Hughes",6.39
2149,ETF,Lance,WFC,1000,482.37,SELL,2026-07-03,2026-07-05,NYSE,USD,Equity,Financial,Goldman Sachs,Serrano PLC,241.19
2150,Growth,Ronald,AMZN,100,455.14,BUY,2026-07-23,2026-07-25,NASDAQ,USD,Equity,Consumer,Goldman Sachs,"Ayala, White and King",22.76
2151,Growth,Andres,CVX,1000,367.13,SELL,2026-07-20,2026-07-22,NYSE,USD,Equity,Energy,Goldman Sachs,"Kelly, Chan and Jordan",183.56
2152,Growth,Stephanie,PFE,500,392.85,SELL,2026-07-08,2026-07-10,NYSE,USD,Equity,Healthcare,Morgan Stanley,Perry-Caldwell,98.21
2153,Balanced,Nathaniel,MSFT,500,93.51,SELL,2026-07-20,2026-07-22,NASDAQ,USD,Equity,Technology,UBS,Delgado-Nguyen,23.38
2154,Balanced,Christopher,JPM,500,109.18,SELL,2026-07-19,2026-07-21,NYSE,USD,Equity,Financial,Goldman Sachs,Arroyo Inc,27.3
2155,Income,Dylan,GOOGL,200,122.82,SELL,2026-07-23,2026-07-25,NASDAQ,USD,Equity,Technology,Morgan Stanley,Hester LLC,12.28
2156,Income,Chelsea,PFE,200,212.95,BUY,2026-07-17,2026-07-19,NYSE,USD,Equity,Healthcare,Goldman Sachs,"Rogers, Miller and Garrison",21.3
2157,Retirement,Richard,MSFT,500,420.22,BUY,2026-07-15,2026-07-17,NASDAQ,USD,Equity,Technology,Goldman Sachs,"Hart, Hoffman and Garcia",105.06
2158,Retirement,Paul,BAC,500,301.13,BUY,2026-07-20,2026-07-22,NYSE,USD,Equity,Financial,Goldman Sachs,Gonzalez-White,75.28
2159,Growth,Sherry,CVX,1000,340.83,BUY,2026-07-19,2026-07-21,NYSE,USD,Equity,Energy,Morgan Stanley,Rios-Lopez,170.41
2160,Growth,Tyler,BAC,1000,420.31,SELL,2026-07-07,2026-07-09,NYSE,USD,Equity,Financial,Morgan Stanley,Simmons-Martinez,210.16
2161,Income,Jeffery,MSFT,500,480.61,BUY,2026-07-18,2026-07-20,NASDAQ,USD,Equity,Technology,Morgan Stanley,"Bean, Molina and Nelson",120.15
2162,Growth,Matthew,AMZN,200,85.38,BUY,2026-07-06,2026-07-08,NASDAQ,USD,Equity,Consumer,Citi,"Gonzalez, Porter and Ramos",8.54
2163,Growth,Cynthia,WFC,1000,185.2,SELL,2026-07-18,2026-07-20,NYSE,USD,Equity,Financial,JPMorgan,Kelly PLC,92.6
2164,Balanced,Natasha,GOOGL,100,107.63,BUY,2026-07-07,2026-07-09,NASDAQ,USD,Equity,Technology,UBS,Reed PLC,5.38
2165,Growth,Michael,NVDA,1000,113.42,BUY,2026-07-17,2026-07-19,NASDAQ,USD,Equity,Technology,Morgan Stanley,"Carter, Weaver and Bush",56.71
2166,Balanced,Ricky,NVDA,100,222.4,BUY,2026-07-14,2026-07-16,NASDAQ,USD,Equity,Technology,Morgan Stanley,"Turner, Gibson and Braun",11.12
2167,Growth,Rebecca,AAPL,1000,362.61,SELL,2026-07-15,2026-07-17,NASDAQ,USD,Equity,Technology,UBS,"Ruiz, Wu and Hughes",181.31
2168,Retirement,Tara,CVX,100,236.57,BUY,2026-07-13,2026-07-15,NYSE,USD,Equity,Energy,UBS,Turner and Sons,11.83
2169,Growth,Phillip,BAC,100,66.88,BUY,2026-07-27,2026-07-29,NYSE,USD,Equity,Financial,UBS,"Pierce, Flores and Joseph",3.34
2170,Growth,Jason,AAPL,100,57.64,SELL,2026-07-15,2026-07-17,NASDAQ,USD,Equity,Technology,Goldman Sachs,"Davis, Harris and Smith",2.88
2171,Income,Brittany,CVX,500,270.47,BUY,2026-07-06,2026-07-08,NYSE,USD,Equity,Energy,Morgan Stanley,Moore Group,67.62
2172,Income,Erika,META,500,62.69,SELL,2026-07-21,2026-07-23,NASDAQ,USD,Equity,Technology,Bank of America,Wilcox-Parrish,15.67
2173,Retirement,Brandon,NVDA,500,424.43,SELL,2026-07-13,2026-07-15,NASDAQ,USD,Equity,Technology,JPMorgan,Perkins PLC,106.11
2174,Income,Maria,GOOGL,1000,37.07,SELL,2026-07-12,2026-07-14,NASDAQ,USD,Equity,Technology,Bank of America,"Wong, Sandoval and King",18.54
2175,Balanced,Brianna,GS,1000,467.08,BUY,2026-07-03,2026-07-05,NYSE,USD,Equity,Financial,Citi,Smith-Green,233.54
2176,Balanced,Bradley,AMZN,100,145.67,BUY,2026-07-28,2026-07-30,NASDAQ,USD,Equity,Consumer,Goldman Sachs,Berry-Pena,7.28
2177,Growth,Adam,GS,500,374.79,BUY,2026-07-24,2026-07-26,NYSE,USD,Equity,Financial,Citi,Lowe Ltd,93.7
2178,Income,Alyssa,JPM,200,161.69,BUY,2026-07-07,2026-07-09,NYSE,USD,Equity,Financial,UBS,Wagner and Sons,16.17
2179,ETF,Lauren,META,200,198.32,BUY,2026-07-03,2026-07-05,NASDAQ,USD,Equity,Technology,Goldman Sachs,"Hebert, Peters and Gonzalez",19.83
2180,Balanced,Eddie,JPM,200,284.92,SELL,2026-07-05,2026-07-07,NYSE,USD,Equity,Financial,Goldman Sachs,Baxter Ltd,28.49
2181,Balanced,Harry,GS,1000,382.35,SELL,2026-07-28,2026-07-30,NYSE,USD,Equity,Financial,Citi,West-Allen,191.18
2182,Growth,Diana,JPM,500,244.52,BUY,2026-07-14,2026-07-16,NYSE,USD,Equity,Financial,Bank of America,Palmer-Smith,61.13
2183,ETF,James,PFE,100,150.71,SELL,2026-07-31,2026-08-02,NYSE,USD,Equity,Healthcare,UBS,Black-Gutierrez,7.54
2184,Growth,Alexandra,GOOGL,100,480.25,SELL,2026-07-12,2026-07-14,NASDAQ,USD,Equity,Technology,Morgan Stanley,"Porter, Booker and Guerra",24.01
2185,Income,Brandi,TSLA,1000,114.75,SELL,2026-07-10,2026-07-12,NASDAQ,USD,Equity,Auto,Morgan Stanley,"Wood, Mcknight and Todd",57.38
2186,Income,Morgan,CVX,1000,166.75,SELL,2026-07-02,2026-07-04,NYSE,USD,Equity,Energy,Bank of America,Mayer-Smith,83.38
2187,ETF,Brent,XOM,500,431.86,SELL,2026-07-27,2026-07-29,NYSE,USD,Equity,Energy,Goldman Sachs,Thomas-Stafford,107.97
2188,Retirement,David,META,200,204.63,BUY,2026-07-19,2026-07-21,NASDAQ,USD,Equity,Technology,Morgan Stanley,"Johnson, Burton and Hester",20.46
2189,Growth,John,XOM,100,291.28,SELL,2026-07-23,2026-07-25,NYSE,USD,Equity,Energy,JPMorgan,"Gray, Cox and Smith",14.56
2190,ETF,Ashley,MSFT,500,286.38,BUY,2026-07-06,2026-07-08,NASDAQ,USD,Equity,Technology,Morgan Stanley,Rush-Wagner,71.59
2191,ETF,Melanie,NVDA,200,33.63,SELL,2026-07-23,2026-07-25,NASDAQ,USD,Equity,Technology,UBS,"Thomas, Mitchell and Patton",3.36
2192,Income,Chad,BAC,200,110.52,SELL,2026-07-27,2026-07-29,NYSE,USD,Equity,Financial,Bank of America,"Riley, Vega and Andersen",11.05
2193,Income,Mary,BAC,500,346.2,BUY,2026-07-18,2026-07-20,NYSE,USD,Equity,Financial,Morgan Stanley,"Simmons, Castro and Davis",86.55
2194,Growth,John,JNJ,200,78.53,BUY,2026-07-10,2026-07-12,NYSE,USD,Equity,Healthcare,Morgan Stanley,Webb-Carter,7.85
2195,Retirement,Deborah,XOM,100,197.63,SELL,2026-07-16,2026-07-18,NYSE,USD,Equity,Energy,Bank of America,"Glass, Nguyen and Michael",9.88
2196,ETF,Kristen,PFE,1000,54.3,BUY,2026-07-23,2026-07-25,NYSE,USD,Equity,Healthcare,UBS,Christensen-Booker,27.15
2197,ETF,Danielle,JPM,500,489.36,SELL,2026-07-30,2026-08-01,NYSE,USD,Equity,Financial,Morgan Stanley,Reyes Group,122.34
2198,Income,Angela,GS,200,197.83,BUY,2026-07-14,2026-07-16,NYSE,USD,Equity,Financial,JPMorgan,Mann-Morrison,19.78
2199,ETF,Margaret,AMZN,100,289.83,BUY,2026-07-15,2026-07-17,NASDAQ,USD,Equity,Consumer,Morgan Stanley,Miller Ltd,14.49
2200,ETF,Deborah,XOM,100,283.53,SELL,2026-07-11,2026-07-13,NYSE,USD,Equity,Energy,Morgan Stanley,Santos-Williams,14.18
2201,Retirement,Jenna,XOM,200,400.16,BUY,2026-07-07,2026-07-09,NYSE,USD,Equity,Energy,Goldman Sachs,Cruz Ltd,40.02
2202,Balanced,Amanda,NVDA,500,105.23,SELL,2026-07-30,2026-08-01,NASDAQ,USD,Equity,Technology,Bank of America,"Johnson, Moore and Crawford",26.31
2203,Income,Misty,META,1000,59.41,BUY,2026-07-21,2026-07-23,NASDAQ,USD,Equity,Technology,UBS,"Mack, Knight and Macdonald",29.71
2204,ETF,Gabriel,NVDA,200,77.33,SELL,2026-07-06,2026-07-08,NASDAQ,USD,Equity,Technology,JPMorgan,Willis and Sons,7.73
2205,Balanced,Sean,GS,100,291.9,BUY,2026-07-11,2026-07-13,NYSE,USD,Equity,Financial,UBS,Sanchez LLC,14.59
2206,Retirement,Jennifer,MSFT,200,250.5,SELL,2026-07-11,2026-07-13,NASDAQ,USD,Equity,Technology,Morgan Stanley,York-Smith,25.05
2207,Income,Christopher,WFC,500,79.17,BUY,2026-07-13,2026-07-15,NYSE,USD,Equity,Financial,Goldman Sachs,Martinez PLC,19.79
2208,Retirement,Christopher,MSFT,100,241.87,BUY,2026-07-22,2026-07-24,NASDAQ,USD,Equity,Technology,Citi,Miller and Sons,12.09
2209,Income,Bryan,CVX,500,432.56,BUY,2026-07-25,2026-07-27,NYSE,USD,Equity,Energy,Goldman Sachs,Schroeder and Sons,108.14
2210,Balanced,Isaiah,TSLA,1000,51.78,BUY,2026-07-07,2026-07-09,NASDAQ,USD,Equity,Auto,Goldman Sachs,King Ltd,25.89
2211,Income,Mark,AAPL,1000,203.38,SELL,2026-07-04,2026-07-06,NASDAQ,USD,Equity,Technology,Morgan Stanley,Smith and Sons,101.69
2212,Income,Ian,NVDA,500,134.2,BUY,2026-07-22,2026-07-24,NASDAQ,USD,Equity,Technology,Goldman Sachs,Smith-Stanton,33.55
2213,Income,Debbie,XOM,1000,47.3,BUY,2026-07-06,2026-07-08,NYSE,USD,Equity,Energy,Goldman Sachs,Jackson Group,23.65
2214,Growth,George,WFC,200,365.36,SELL,2026-07-16,2026-07-18,NYSE,USD,Equity,Financial,JPMorgan,"Williams, Cameron and Daniels",36.54
2215,Growth,Cassandra,JPM,500,254.92,BUY,2026-07-09,2026-07-11,NYSE,USD,Equity,Financial,Citi,Brown Ltd,63.73
2216,Growth,Jennifer,TSLA,1000,446.01,BUY,2026-07-18,2026-07-20,NASDAQ,USD,Equity,Auto,Morgan Stanley,Meyer Inc,223.0
2217,ETF,David,CVX,1000,409.49,BUY,2026-07-24,2026-07-26,NYSE,USD,Equity,Energy,UBS,Weeks-Lynch,204.75
2218,ETF,Elijah,PFE,100,187.22,SELL,2026-07-18,2026-07-20,NYSE,USD,Equity,Healthcare,Citi,Potts Ltd,9.36
2219,Income,Amanda,WFC,500,26.22,SELL,2026-07-14,2026-07-16,NYSE,USD,Equity,Financial,Bank of America,Mcdonald LLC,6.55
2220,Income,Christopher,XOM,500,341.62,BUY,2026-07-02,2026-07-04,NYSE,USD,Equity,Energy,Morgan Stanley,"Brown, Hernandez and Montgomery",85.41
2221,Balanced,Eric,PFE,200,333.75,SELL,2026-07-20,2026-07-22,NYSE,USD,Equity,Healthcare,Citi,Pham-Campos,33.38
2222,ETF,Kevin,PFE,500,63.15,SELL,2026-07-28,2026-07-30,NYSE,USD,Equity,Healthcare,JPMorgan,Johnson LLC,15.79
2223,ETF,Sarah,WFC,500,490.07,BUY,2026-07-08,2026-07-10,NYSE,USD,Equity,Financial,JPMorgan,Rodriguez Inc,122.52
2224,Retirement,Kelly,JPM,200,190.71,BUY,2026-07-31,2026-08-02,NYSE,USD,Equity,Financial,Citi,Patel-Becker,19.07
2225,Balanced,Jeffrey,TSLA,100,395.29,SELL,2026-07-03,2026-07-05,NASDAQ,USD,Equity,Auto,JPMorgan,Smith-Hill,19.76
2226,Growth,Amy,JPM,1000,75.4,SELL,2026-07-22,2026-07-24,NYSE,USD,Equity,Financial,Citi,Gutierrez-Jackson,37.7
2227,Retirement,Claudia,PFE,200,69.51,SELL,2026-07-05,2026-07-07,NYSE,USD,Equity,Healthcare,Goldman Sachs,Pineda-Hamilton,6.95
2228,Balanced,Brendan,AAPL,500,420.08,SELL,2026-07-18,2026-07-20,NASDAQ,USD,Equity,Technology,UBS,"Elliott, Williams and Jones",105.02
2229,ETF,Kathleen,WFC,200,31.15,SELL,2026-07-20,2026-07-22,NYSE,USD,Equity,Financial,JPMorgan,Cooper and Sons,3.12
2230,ETF,Elizabeth,GS,100,117.4,BUY,2026-07-13,2026-07-15,NYSE,USD,Equity,Financial,UBS,Taylor PLC,5.87
2231,ETF,Brittany,JNJ,500,136.2,BUY,2026-07-29,2026-07-31,NYSE,USD,Equity,Healthcare,Bank of America,"Graham, Cummings and Holden",34.05
2232,Retirement,Ann,PFE,500,28.85,SELL,2026-07-14,2026-07-16,NYSE,USD,Equity,Healthcare,Bank of America,Randolph Inc,7.21
2233,Income,Jacob,MSFT,200,479.24,SELL,2026-07-08,2026-07-10,NASDAQ,USD,Equity,Technology,UBS,"Martinez, Petersen and Hood",47.92
2234,Retirement,Martin,TSLA,100,120.7,BUY,2026-07-25,2026-07-27,NASDAQ,USD,Equity,Auto,Bank of America,"Montgomery, Avery and Jones",6.04
2235,Retirement,Christopher,MSFT,200,412.36,BUY,2026-07-16,2026-07-18,NASDAQ,USD,Equity,Technology,JPMorgan,"Bell, Freeman and Price",41.24
2236,ETF,Matthew,GOOGL,1000,482.11,BUY,2026-07-22,2026-07-24,NASDAQ,USD,Equity,Technology,Morgan Stanley,Hendricks-Hodge,241.06
2237,ETF,Tammy,BAC,1000,462.23,SELL,2026-07-16,2026-07-18,NYSE,USD,Equity,Financial,Goldman Sachs,James and Sons,231.12
2238,Balanced,Sarah,MSFT,1000,195.08,BUY,2026-07-24,2026-07-26,NASDAQ,USD,Equity,Technology,UBS,"Suarez, Marquez and Reilly",97.54
2239,Income,Matthew,AAPL,200,419.81,SELL,2026-07-14,2026-07-16,NASDAQ,USD,Equity,Technology,Goldman Sachs,"Rowe, Ibarra and Flores",41.98
2240,Growth,Margaret,PFE,100,190.59,SELL,2026-07-25,2026-07-27,NYSE,USD,Equity,Healthcare,Bank of America,Williams-Robinson,9.53
2241,Growth,Melissa,JNJ,500,320.63,SELL,2026-07-22,2026-07-24,NYSE,USD,Equity,Healthcare,JPMorgan,"Friedman, Frazier and Rogers",80.16
2242,ETF,James,CVX,200,110.04,SELL,2026-07-23,2026-07-25,NYSE,USD,Equity,Energy,Citi,Jenkins Inc,11.0
2243,Income,Michael,GS,1000,346.97,SELL,2026-07-07,2026-07-09,NYSE,USD,Equity,Financial,JPMorgan,Melendez Ltd,173.49
2244,Retirement,Robert,BAC,200,165.06,BUY,2026-07-25,2026-07-27,NYSE,USD,Equity,Financial,Bank of America,Brewer-Mendoza,16.51
2245,Growth,Jasmine,GOOGL,100,188.63,BUY,2026-07-05,2026-07-07,NASDAQ,USD,Equity,Technology,Citi,"Martin, Brennan and Gardner",9.43
2246,Income,Wendy,CVX,500,355.18,BUY,2026-07-02,2026-07-04,NYSE,USD,Equity,Energy,JPMorgan,"Combs, Baker and Jones",88.8
2247,Balanced,Shelia,CVX,500,41.63,SELL,2026-07-25,2026-07-27,NYSE,USD,Equity,Energy,Citi,Harrison-Lee,10.41
2248,Income,Kyle,AMZN,200,446.99,SELL,2026-07-13,2026-07-15,NASDAQ,USD,Equity,Consumer,Citi,"Lewis, Meyer and Tucker",44.7
2249,Income,Terry,XOM,200,397.69,SELL,2026-07-10,2026-07-12,NYSE,USD,Equity,Energy,Morgan Stanley,Ramos Group,39.77
